2015-12-07 18:49:14 -- (0, ['WOinc'], 'Ne')
2015-12-07 18:50:17 -- (20, ['Others'], 'Ne')
2015-12-07 18:50:17 -- (21, ['Um'], 'Ne')
2015-12-07 18:50:17 -- (22, ['Ne'], 'Ne')
2015-12-07 18:50:17 -- (23, ['Trans'], 'Ne')
2015-12-07 18:50:17 -- (24, ['Um'], 'Ne')
2015-12-07 18:50:17 -- (25, ['Trans'], 'Ne')
2015-12-07 18:50:17 -- (26, ['Ne'], 'Ne')
2015-12-07 18:50:17 -- (27, ['Others'], 'Ne')
2015-12-07 18:50:17 -- (28, ['Trans'], 'Ne')
2015-12-07 18:50:17 -- (29, ['Ne'], 'Ne')
2015-12-07 18:50:17 -- (30, ['Others'], 'Ne')
2015-12-07 18:50:17 -- (31, ['Trans'], 'Ne')
2015-12-07 18:50:17 -- (32, ['Trans'], 'Mec')
2015-12-07 18:50:17 -- (33, ['WOinc'], 'Ne')
2015-12-07 18:50:17 -- (34, ['Others'], 'Ne')
2015-12-07 18:50:17 -- (35, ['Nn'], 'Rloc-')
2015-12-07 18:50:17 -- (36, ['Trans'], 'Ne')
2015-12-07 18:50:17 -- (37, ['Ne'], 'Ne')
2015-12-07 18:50:17 -- (38, ['Spar'], 'Ne')
2015-12-07 18:50:17 -- (39, ['Trans'], 'Ne')
2015-12-07 18:50:17 -- (40, ['Others'], 'Ne')
2015-12-07 18:50:17 -- (41, ['Ne'], 'Ne')
2015-12-07 18:50:17 -- (42, ['Trans'], 'Ne')
2015-12-07 18:50:17 -- (43, ['Trans'], 'Ne')
2015-12-07 18:50:18 -- (0, ['Trans'], 'Ne')
2015-12-07 18:50:18 -- (1, ['Others'], 'Ne')
2015-12-07 18:50:18 -- (2, ['Trans'], 'Ne')
2015-12-07 18:50:18 -- (3, ['Ne'], 'Ne')
2015-12-07 18:50:18 -- (4, ['Others'], 'Ne')
2015-12-07 18:50:18 -- (5, ['Others'], 'Ne')
2015-12-07 18:50:18 -- (6, ['Trans'], 'Ne')
2015-12-07 18:50:18 -- (7, ['Ne'], 'Ne')
2015-12-07 18:50:18 -- (8, ['ArtOrDet'], 'Ne')
2015-12-07 18:50:18 -- (9, ['Others'], 'Ne')
2015-12-07 18:50:18 -- (10, ['Others'], 'Ne')
2015-12-07 18:50:18 -- (11, ['Ne'], 'Ne')
2015-12-07 18:50:18 -- (12, ['Trans'], 'WOinc')
2015-12-07 18:50:18 -- (13, ['Others'], 'ArtOrDet')
2015-12-07 18:50:18 -- (14, ['Ne'], 'Ne')
2015-12-07 18:50:18 -- (15, ['Vform'], 'Ne')
2015-12-07 18:50:18 -- (16, ['WOinc'], 'WOinc')
2015-12-07 18:50:18 -- (17, ['Others'], 'Ne')
2015-12-07 18:50:18 -- (18, ['Um'], 'WOinc')
2015-12-07 18:50:18 -- (19, ['Others'], 'Ne')
2015-12-07 18:50:18 -- (20, ['Ne'], 'Ne')
2015-12-07 18:50:19 -- (0, ['Trans'], 'Ne')
2015-12-07 18:50:19 -- (1, ['Others'], 'Ne')
2015-12-07 18:50:19 -- (2, ['Um'], 'Ne')
2015-12-07 18:50:19 -- (3, ['WOinc'], 'Ne')
2015-12-07 18:50:19 -- (4, ['Trans'], 'Ne')
2015-12-07 18:50:19 -- (5, ['Ne'], 'Ne')
2015-12-07 18:50:19 -- (6, ['Ne'], 'Ne')
2015-12-07 18:50:19 -- (7, ['Trans'], 'Ne')
2015-12-07 18:50:19 -- (8, ['Ne'], 'Ne')
2015-12-07 18:50:19 -- (9, ['Ne'], 'Ne')
2015-12-07 18:50:19 -- (10, ['Trans'], 'Ne')
2015-12-07 18:50:19 -- (11, ['Ne'], 'Rloc-')
2015-12-07 18:50:19 -- (12, ['Others'], 'Ne')
2015-12-07 18:50:19 -- (13, ['Ne'], 'Ne')
2015-12-07 18:50:19 -- (14, ['Others'], 'Ne')
2015-12-07 18:50:19 -- (15, ['Others'], 'Ne')
2015-12-07 18:50:19 -- (16, ['Trans'], 'Ne')
2015-12-07 18:50:19 -- (17, ['Trans'], 'Rloc-')
2015-12-07 18:50:19 -- (18, ['Trans'], 'Ne')
2015-12-07 18:50:19 -- ('SSE random weights', 531.0)
2015-12-07 19:01:24 -- (0, ['Ne'], 'Ne')
2015-12-07 19:01:24 -- (1, ['Ne'], 'Ne')
2015-12-07 19:01:24 -- (2, ['Ne'], 'Ne')
2015-12-07 19:01:24 -- (3, ['Ne'], 'Ne')
2015-12-07 19:01:24 -- (4, ['Ne'], 'Ne')
2015-12-07 19:01:24 -- (5, ['Ne'], 'Ne')
2015-12-07 19:01:24 -- (6, ['Ne'], 'Ne')
2015-12-07 19:01:24 -- (7, ['Ne'], 'Ne')
2015-12-07 19:01:24 -- (8, ['Ne'], 'Ne')
2015-12-07 19:01:24 -- (9, ['Ne'], 'Ne')
2015-12-07 19:01:24 -- (10, ['Ne'], 'Ne')
2015-12-07 19:01:24 -- (11, ['Ne'], 'Ne')
2015-12-07 19:01:24 -- (12, ['Ne'], 'Ne')
2015-12-07 19:01:24 -- (13, ['Ne'], 'Ne')
2015-12-07 19:01:24 -- (14, ['Ne'], 'Ne')
2015-12-07 19:01:24 -- (15, ['Ne'], 'Ne')
2015-12-07 19:01:24 -- (16, ['Ne'], 'Ne')
2015-12-07 19:01:24 -- (17, ['Ne'], 'Ne')
2015-12-07 19:01:24 -- (18, ['Ne'], 'Ne')
2015-12-07 19:01:24 -- (19, ['Ne'], 'Ne')
2015-12-07 19:01:24 -- (20, ['Ne'], 'Ne')
2015-12-07 19:01:24 -- (21, ['Ne'], 'Ne')
2015-12-07 19:01:24 -- (22, ['Ne'], 'Ne')
2015-12-07 19:01:24 -- (23, ['Ne'], 'Ne')
2015-12-07 19:01:24 -- (24, ['Ne'], 'Ne')
2015-12-07 19:01:24 -- (25, ['Ne'], 'Ne')
2015-12-07 19:01:24 -- (26, ['Ne'], 'Ne')
2015-12-07 19:01:24 -- (27, ['Ne'], 'Ne')
2015-12-07 19:01:25 -- (0, ['Ne'], 'Ne')
2015-12-07 19:01:25 -- (1, ['Ne'], 'Ne')
2015-12-07 19:01:25 -- (2, ['Ne'], 'Ne')
2015-12-07 19:01:25 -- (3, ['Ne'], 'Ne')
2015-12-07 19:01:25 -- (4, ['Ne'], 'Ne')
2015-12-07 19:01:25 -- (5, ['Ne'], 'Ne')
2015-12-07 19:01:25 -- (6, ['Ne'], 'Ne')
2015-12-07 19:01:25 -- (7, ['Ne'], 'Ne')
2015-12-07 19:01:25 -- (8, ['Ne'], 'Ne')
2015-12-07 19:01:25 -- (9, ['Ne'], 'Ne')
2015-12-07 19:01:25 -- (10, ['Ne'], 'Ne')
2015-12-07 19:01:25 -- (11, ['Ne'], 'Ne')
2015-12-07 19:01:25 -- (12, ['Ne'], 'Ne')
2015-12-07 19:01:25 -- (13, ['Ne'], 'Ne')
2015-12-07 19:01:25 -- (14, ['Ne'], 'Ne')
2015-12-07 19:01:25 -- (15, ['Ne'], 'Ne')
2015-12-07 19:01:25 -- (16, ['Ne'], 'Ne')
2015-12-07 19:01:25 -- (17, ['Ne'], 'Ne')
2015-12-07 19:01:25 -- (18, ['Ne'], 'Ne')
2015-12-07 19:01:25 -- (19, ['Ne'], 'Ne')
2015-12-07 19:01:25 -- (20, ['Ne'], 'Ne')
2015-12-07 19:01:26 -- (0, ['Ne'], 'Ne')
2015-12-07 19:01:26 -- (1, ['Ne'], 'Ne')
2015-12-07 19:01:26 -- (2, ['Ne'], 'Ne')
2015-12-07 19:01:26 -- (3, ['Ne'], 'Ne')
2015-12-07 19:01:26 -- (4, ['Ne'], 'Ne')
2015-12-07 19:01:26 -- (5, ['Ne'], 'Ne')
2015-12-07 19:01:26 -- (6, ['Ne'], 'Ne')
2015-12-07 19:01:26 -- (7, ['Ne'], 'Ne')
2015-12-07 19:01:26 -- (8, ['Ne'], 'Ne')
2015-12-07 19:01:26 -- (9, ['Ne'], 'Ne')
2015-12-07 19:01:26 -- (10, ['Ne'], 'Ne')
2015-12-07 19:01:26 -- (11, ['Ne'], 'Ne')
2015-12-07 19:01:26 -- (12, ['Ne'], 'Ne')
2015-12-07 19:01:26 -- (13, ['Ne'], 'Ne')
2015-12-07 19:01:26 -- (14, ['Ne'], 'Ne')
2015-12-07 19:01:26 -- (15, ['Ne'], 'Ne')
2015-12-07 19:01:26 -- (16, ['Ne'], 'Ne')
2015-12-07 19:01:26 -- (17, ['Ne'], 'Ne')
2015-12-07 19:01:26 -- (18, ['Ne'], 'Ne')
2015-12-07 19:01:26 -- (19, ['Ne'], 'Ne')
2015-12-07 19:01:26 -- (20, ['Ne'], 'Ne')
2015-12-07 19:01:26 -- (21, ['Ne'], 'Ne')
2015-12-07 19:01:26 -- (22, ['Ne'], 'Ne')
2015-12-07 19:01:26 -- (23, ['Ne'], 'Ne')
2015-12-07 19:01:26 -- (24, ['Ne'], 'Ne')
2015-12-07 19:01:26 -- (25, ['Ne'], 'Ne')
2015-12-07 19:01:26 -- (26, ['Ne'], 'Ne')
2015-12-07 19:01:26 -- (27, ['Ne'], 'Ne')
2015-12-07 19:01:28 -- (0, ['Ne'], 'Ne')
2015-12-07 19:01:28 -- (1, ['Ne'], 'Ne')
2015-12-07 19:01:28 -- (2, ['Ne'], 'Ne')
2015-12-07 19:01:28 -- (3, ['Ne'], 'Ne')
2015-12-07 19:01:28 -- (4, ['Ne'], 'Ne')
2015-12-07 19:01:28 -- (5, ['Ne'], 'Ne')
2015-12-07 19:01:28 -- (6, ['Ne'], 'Ne')
2015-12-07 19:01:28 -- (7, ['Ne'], 'Ne')
2015-12-07 19:01:28 -- (8, ['Ne'], 'Ne')
2015-12-07 19:01:28 -- (9, ['Ne'], 'Ne')
2015-12-07 19:01:28 -- (10, ['Ne'], 'Ne')
2015-12-07 19:01:28 -- (11, ['Ne'], 'Ne')
2015-12-07 19:01:28 -- (12, ['Ne'], 'Ne')
2015-12-07 19:01:28 -- (13, ['Ne'], 'Ne')
2015-12-07 19:01:28 -- (14, ['Ne'], 'Ne')
2015-12-07 19:01:28 -- (15, ['Ne'], 'Ne')
2015-12-07 19:01:28 -- (16, ['Ne'], 'Ne')
2015-12-07 19:01:28 -- (17, ['Ne'], 'Ne')
2015-12-07 19:01:28 -- (18, ['Ne'], 'Ne')
2015-12-07 19:01:28 -- (19, ['Ne'], 'Ne')
2015-12-07 19:01:28 -- (20, ['Ne'], 'Ne')
2015-12-07 19:01:28 -- (21, ['Ne'], 'Ne')
2015-12-07 19:01:28 -- (22, ['Ne'], 'Ne')
2015-12-07 19:01:28 -- (23, ['Ne'], 'Ne')
2015-12-07 19:01:28 -- (24, ['Ne'], 'Ne')
2015-12-07 19:01:28 -- (25, ['Ne'], 'Ne')
2015-12-07 19:01:28 -- (26, ['Ne'], 'Ne')
2015-12-07 19:01:29 -- (0, ['Ne'], 'Ne')
2015-12-07 19:01:29 -- (1, ['Ne'], 'Ne')
2015-12-07 19:01:29 -- (2, ['Ne'], 'Ne')
2015-12-07 19:01:29 -- (3, ['Ne'], 'Ne')
2015-12-07 19:01:29 -- (4, ['Ne'], 'Ne')
2015-12-07 19:01:29 -- (5, ['Ne'], 'Ne')
2015-12-07 19:01:29 -- (6, ['Ne'], 'Ne')
2015-12-07 19:01:29 -- (7, ['Ne'], 'Ne')
2015-12-07 19:01:29 -- (8, ['Ne'], 'Ne')
2015-12-07 19:01:29 -- (9, ['Ne'], 'Ne')
2015-12-07 19:01:29 -- (10, ['Ne'], 'Ne')
2015-12-07 19:01:29 -- (11, ['Ne'], 'Ne')
2015-12-07 19:01:29 -- (12, ['Ne'], 'Ne')
2015-12-07 19:01:29 -- (13, ['Ne'], 'Ne')
2015-12-07 19:01:29 -- (14, ['Ne'], 'Ne')
2015-12-07 19:01:29 -- (15, ['Ne'], 'Ne')
2015-12-07 19:01:29 -- (16, ['Ne'], 'Ne')
2015-12-07 19:01:29 -- (17, ['Ne'], 'Ne')
2015-12-07 19:01:29 -- (18, ['Ne'], 'Ne')
2015-12-07 19:01:29 -- (19, ['Ne'], 'Ne')
2015-12-07 19:01:29 -- (20, ['Ne'], 'Ne')
2015-12-07 19:01:29 -- (21, ['Ne'], 'Ne')
2015-12-07 19:01:29 -- (22, ['Ne'], 'Ne')
2015-12-07 19:01:29 -- (23, ['Ne'], 'Ne')
2015-12-07 19:01:29 -- (24, ['Ne'], 'Ne')
2015-12-07 19:01:31 -- (0, ['Ne'], 'Ne')
2015-12-07 19:01:31 -- (1, ['Ne'], 'Ne')
2015-12-07 19:01:31 -- (2, ['Ne'], 'Ne')
2015-12-07 19:01:31 -- (3, ['Ne'], 'Ne')
2015-12-07 19:01:31 -- (4, ['Ne'], 'Ne')
2015-12-07 19:01:31 -- (5, ['Ne'], 'Ne')
2015-12-07 19:01:31 -- (6, ['Ne'], 'Ne')
2015-12-07 19:01:31 -- (7, ['Ne'], 'Ne')
2015-12-07 19:01:31 -- (8, ['Ne'], 'Ne')
2015-12-07 19:01:31 -- (9, ['Ne'], 'Ne')
2015-12-07 19:01:31 -- (10, ['Ne'], 'Ne')
2015-12-07 19:01:31 -- (11, ['Ne'], 'Ne')
2015-12-07 19:01:31 -- (12, ['Ne'], 'Ne')
2015-12-07 19:01:31 -- (13, ['Ne'], 'Ne')
2015-12-07 19:01:31 -- (14, ['Ne'], 'Ne')
2015-12-07 19:01:31 -- (15, ['Ne'], 'Ne')
2015-12-07 19:01:31 -- (16, ['Ne'], 'Ne')
2015-12-07 19:01:31 -- (17, ['Ne'], 'Ne')
2015-12-07 19:01:31 -- (18, ['Ne'], 'Ne')
2015-12-07 19:01:31 -- (19, ['Ne'], 'Ne')
2015-12-07 19:01:31 -- (20, ['Ne'], 'Ne')
2015-12-07 19:01:31 -- (21, ['Ne'], 'Ne')
2015-12-07 19:01:31 -- (22, ['Ne'], 'Ne')
2015-12-07 19:01:31 -- (23, ['Ne'], 'Ne')
2015-12-07 19:01:31 -- (24, ['Ne'], 'Ne')
2015-12-07 19:01:31 -- (25, ['Ne'], 'Ne')
2015-12-07 19:01:31 -- (26, ['Ne'], 'Ne')
2015-12-07 19:01:31 -- (27, ['Ne'], 'Ne')
2015-12-07 19:01:31 -- (28, ['Ne'], 'Ne')
2015-12-07 19:01:31 -- (29, ['Ne'], 'Ne')
2015-12-07 19:01:31 -- (30, ['Ne'], 'Ne')
2015-12-07 19:01:31 -- (31, ['Ne'], 'Ne')
2015-12-07 19:01:31 -- (32, ['Ne'], 'Ne')
2015-12-07 19:01:32 -- (0, ['Ne'], 'Ne')
2015-12-07 19:01:32 -- (1, ['Ne'], 'Ne')
2015-12-07 19:01:32 -- (2, ['Ne'], 'Ne')
2015-12-07 19:01:32 -- (3, ['Ne'], 'Ne')
2015-12-07 19:01:32 -- (4, ['Ne'], 'Ne')
2015-12-07 19:01:32 -- (5, ['Ne'], 'Ne')
2015-12-07 19:01:32 -- (6, ['Ne'], 'Ne')
2015-12-07 19:01:32 -- (7, ['Ne'], 'Ne')
2015-12-07 19:01:32 -- (8, ['Ne'], 'Ne')
2015-12-07 19:01:32 -- (9, ['Ne'], 'Ne')
2015-12-07 19:01:32 -- (10, ['Ne'], 'Ne')
2015-12-07 19:01:32 -- (11, ['Ne'], 'Ne')
2015-12-07 19:01:32 -- (12, ['Ne'], 'Ne')
2015-12-07 19:01:32 -- (13, ['Ne'], 'Ne')
2015-12-07 19:01:32 -- (14, ['Ne'], 'Ne')
2015-12-07 19:01:32 -- (15, ['Ne'], 'Ne')
2015-12-07 19:01:32 -- (16, ['Ne'], 'Ne')
2015-12-07 19:01:32 -- (17, ['Ne'], 'Ne')
2015-12-07 19:01:32 -- (18, ['Ne'], 'Ne')
2015-12-07 19:01:32 -- (19, ['Ne'], 'Ne')
2015-12-07 19:01:32 -- (20, ['Ne'], 'Ne')
2015-12-07 19:01:32 -- (21, ['Ne'], 'Ne')
2015-12-07 19:01:32 -- (22, ['Ne'], 'Ne')
2015-12-07 19:01:32 -- (23, ['Ne'], 'Ne')
2015-12-07 19:01:32 -- (24, ['Ne'], 'Ne')
2015-12-07 19:01:32 -- (25, ['Ne'], 'Ne')
2015-12-07 19:01:32 -- (26, ['Ne'], 'Ne')
2015-12-07 19:01:32 -- (27, ['Ne'], 'Ne')
2015-12-07 19:01:32 -- (28, ['Ne'], 'Ne')
2015-12-07 19:01:32 -- (29, ['Ne'], 'Ne')
2015-12-07 19:01:32 -- (30, ['Ne'], 'Ne')
2015-12-07 19:01:32 -- (31, ['Ne'], 'Ne')
2015-12-07 19:01:32 -- (32, ['Ne'], 'Ne')
2015-12-07 19:01:32 -- (33, ['Ne'], 'Ne')
2015-12-07 19:01:32 -- (34, ['Ne'], 'Ne')
2015-12-07 19:01:32 -- (35, ['Ne'], 'Ne')
2015-12-07 19:01:33 -- (0, ['Ne'], 'Ne')
2015-12-07 19:01:33 -- (1, ['Ne'], 'Ne')
2015-12-07 19:01:33 -- (2, ['Ne'], 'Ne')
2015-12-07 19:01:33 -- (3, ['Ne'], 'Ne')
2015-12-07 19:01:33 -- (4, ['Ne'], 'Ne')
2015-12-07 19:01:33 -- (5, ['Ne'], 'Ne')
2015-12-07 19:01:33 -- (6, ['Ne'], 'Ne')
2015-12-07 19:01:33 -- (7, ['Ne'], 'Ne')
2015-12-07 19:01:33 -- (8, ['Ne'], 'Ne')
2015-12-07 19:01:33 -- (9, ['Ne'], 'Ne')
2015-12-07 19:01:33 -- (10, ['Ne'], 'Ne')
2015-12-07 19:01:33 -- (11, ['Ne'], 'Ne')
2015-12-07 19:01:33 -- (12, ['Ne'], 'Ne')
2015-12-07 19:01:33 -- (13, ['Ne'], 'Ne')
2015-12-07 19:01:33 -- (14, ['Ne'], 'Ne')
2015-12-07 19:01:33 -- (15, ['Ne'], 'Ne')
2015-12-07 19:01:35 -- (0, ['Ne'], 'Ne')
2015-12-07 19:01:35 -- (1, ['Ne'], 'Ne')
2015-12-07 19:01:35 -- (2, ['Ne'], 'Ne')
2015-12-07 19:01:35 -- (3, ['Ne'], 'Ne')
2015-12-07 19:01:35 -- (4, ['Ne'], 'Ne')
2015-12-07 19:01:35 -- (5, ['Ne'], 'Ne')
2015-12-07 19:01:35 -- (6, ['Ne'], 'Ne')
2015-12-07 19:01:35 -- (7, ['Ne'], 'Ne')
2015-12-07 19:01:35 -- (8, ['Ne'], 'Ne')
2015-12-07 19:01:35 -- (9, ['Ne'], 'Ne')
2015-12-07 19:01:35 -- (10, ['Ne'], 'Ne')
2015-12-07 19:01:35 -- (11, ['Ne'], 'Ne')
2015-12-07 19:01:35 -- (12, ['Ne'], 'Ne')
2015-12-07 19:01:35 -- (13, ['Ne'], 'Ne')
2015-12-07 19:01:35 -- (14, ['Ne'], 'Ne')
2015-12-07 19:01:35 -- (15, ['Ne'], 'Ne')
2015-12-07 19:01:35 -- (16, ['Ne'], 'Ne')
2015-12-07 19:01:35 -- (17, ['Ne'], 'Ne')
2015-12-07 19:01:35 -- (18, ['Ne'], 'Ne')
2015-12-07 19:01:35 -- (19, ['Ne'], 'Ne')
2015-12-07 19:01:35 -- (20, ['Ne'], 'Ne')
2015-12-07 19:01:35 -- (21, ['Ne'], 'Ne')
2015-12-07 19:01:35 -- (22, ['Ne'], 'Ne')
2015-12-07 19:01:35 -- (23, ['Ne'], 'Ne')
2015-12-07 19:01:35 -- (24, ['Ne'], 'Ne')
2015-12-07 19:01:35 -- (25, ['Ne'], 'Ne')
2015-12-07 19:01:35 -- (26, ['Ne'], 'Ne')
2015-12-07 19:01:35 -- (27, ['Ne'], 'Ne')
2015-12-07 19:01:35 -- (28, ['Ne'], 'Ne')
2015-12-07 19:01:35 -- (29, ['Ne'], 'Ne')
2015-12-07 19:01:35 -- (30, ['Ne'], 'Ne')
2015-12-07 19:01:35 -- (31, ['Ne'], 'Ne')
2015-12-07 19:01:35 -- (32, ['Ne'], 'Ne')
2015-12-07 19:01:37 -- (0, ['Ne'], 'Ne')
2015-12-07 19:01:37 -- (1, ['Ne'], 'Ne')
2015-12-07 19:01:37 -- (2, ['Ne'], 'Ne')
2015-12-07 19:01:37 -- (3, ['Ne'], 'Ne')
2015-12-07 19:01:37 -- (4, ['Ne'], 'Ne')
2015-12-07 19:01:37 -- (5, ['Ne'], 'Ne')
2015-12-07 19:01:37 -- (6, ['Ne'], 'Ne')
2015-12-07 19:01:37 -- (7, ['Ne'], 'Ne')
2015-12-07 19:01:37 -- (8, ['Ne'], 'Ne')
2015-12-07 19:01:37 -- (9, ['Ne'], 'Ne')
2015-12-07 19:01:37 -- (10, ['Ne'], 'Ne')
2015-12-07 19:01:37 -- (11, ['Ne'], 'Ne')
2015-12-07 19:01:37 -- (12, ['Ne'], 'Ne')
2015-12-07 19:01:37 -- (13, ['Ne'], 'Ne')
2015-12-07 19:01:37 -- (14, ['Ne'], 'Ne')
2015-12-07 19:01:37 -- (15, ['Ne'], 'Ne')
2015-12-07 19:01:37 -- (16, ['Ne'], 'Ne')
2015-12-07 19:01:37 -- (17, ['Ne'], 'Ne')
2015-12-07 19:01:37 -- (18, ['Ne'], 'Ne')
2015-12-07 19:01:37 -- (19, ['Ne'], 'Ne')
2015-12-07 19:01:37 -- (20, ['Ne'], 'Ne')
2015-12-07 19:01:37 -- (21, ['Ne'], 'Ne')
2015-12-07 19:01:37 -- (22, ['Ne'], 'Ne')
2015-12-07 19:01:37 -- (23, ['Ne'], 'Ne')
2015-12-07 19:01:37 -- (24, ['Ne'], 'Ne')
2015-12-07 19:01:37 -- (25, ['Ne'], 'Ne')
2015-12-07 19:01:37 -- (26, ['Ne'], 'Ne')
2015-12-07 19:01:37 -- (27, ['Ne'], 'Ne')
2015-12-07 19:01:37 -- (28, ['Ne'], 'Ne')
2015-12-07 19:01:37 -- (29, ['Ne'], 'Ne')
2015-12-07 19:01:38 -- (0, ['Ne'], 'Ne')
2015-12-07 19:01:38 -- (1, ['Ne'], 'Ne')
2015-12-07 19:01:38 -- (2, ['Ne'], 'Ne')
2015-12-07 19:01:38 -- (3, ['Ne'], 'Ne')
2015-12-07 19:01:38 -- (4, ['Ne'], 'Ne')
2015-12-07 19:01:38 -- (5, ['Ne'], 'Ne')
2015-12-07 19:01:38 -- (6, ['Ne'], 'Ne')
2015-12-07 19:01:38 -- (7, ['Ne'], 'Ne')
2015-12-07 19:01:38 -- (8, ['Ne'], 'Ne')
2015-12-07 19:01:38 -- (9, ['Ne'], 'Ne')
2015-12-07 19:01:38 -- (10, ['Ne'], 'Ne')
2015-12-07 19:01:38 -- (11, ['Ne'], 'Ne')
2015-12-07 19:01:38 -- (12, ['Ne'], 'Ne')
2015-12-07 19:01:38 -- (13, ['Ne'], 'Ne')
2015-12-07 19:01:38 -- (14, ['Ne'], 'Ne')
2015-12-07 19:01:38 -- (15, ['Ne'], 'Ne')
2015-12-07 19:01:38 -- (16, ['Ne'], 'Ne')
2015-12-07 19:01:38 -- (17, ['Ne'], 'Ne')
2015-12-07 19:01:38 -- (18, ['Ne'], 'Ne')
2015-12-07 19:01:38 -- (19, ['Ne'], 'Ne')
2015-12-07 19:01:38 -- (20, ['Ne'], 'Ne')
2015-12-07 19:01:38 -- (21, ['Ne'], 'Ne')
2015-12-07 19:01:38 -- (22, ['Ne'], 'Ne')
2015-12-07 19:01:39 -- (0, ['Ne'], 'Ne')
2015-12-07 19:01:39 -- (1, ['Ne'], 'Ne')
2015-12-07 19:01:39 -- (2, ['Ne'], 'Ne')
2015-12-07 19:01:39 -- (3, ['Ne'], 'Ne')
2015-12-07 19:01:39 -- (4, ['Ne'], 'Ne')
2015-12-07 19:01:39 -- (5, ['Ne'], 'Ne')
2015-12-07 19:01:39 -- (6, ['Ne'], 'Ne')
2015-12-07 19:01:39 -- (7, ['Ne'], 'Ne')
2015-12-07 19:01:39 -- (8, ['Ne'], 'Ne')
2015-12-07 19:01:39 -- (9, ['Ne'], 'Ne')
2015-12-07 19:01:39 -- (10, ['Ne'], 'Ne')
2015-12-07 19:01:39 -- (11, ['Ne'], 'Ne')
2015-12-07 19:01:39 -- (12, ['Ne'], 'Ne')
2015-12-07 19:01:39 -- (13, ['Ne'], 'Ne')
2015-12-07 19:01:39 -- (14, ['Ne'], 'Ne')
2015-12-07 19:01:39 -- (15, ['Ne'], 'Ne')
2015-12-07 19:01:39 -- (16, ['Ne'], 'Ne')
2015-12-07 19:01:39 -- (17, ['Ne'], 'Ne')
2015-12-07 19:01:39 -- (18, ['Ne'], 'Ne')
2015-12-07 19:01:39 -- (19, ['Ne'], 'Ne')
2015-12-07 19:01:39 -- (20, ['Ne'], 'Ne')
2015-12-07 19:01:39 -- (21, ['Ne'], 'Ne')
2015-12-07 19:01:39 -- (22, ['Ne'], 'Ne')
2015-12-07 19:01:39 -- (23, ['Ne'], 'Ne')
2015-12-07 19:01:39 -- (24, ['Ne'], 'Ne')
2015-12-07 19:01:39 -- (25, ['Ne'], 'Ne')
2015-12-07 19:01:39 -- (26, ['Ne'], 'Ne')
2015-12-07 19:01:39 -- (27, ['Ne'], 'Ne')
2015-12-07 19:01:40 -- (0, ['Ne'], 'Ne')
2015-12-07 19:01:40 -- (1, ['Ne'], 'Ne')
2015-12-07 19:01:40 -- (2, ['Ne'], 'Ne')
2015-12-07 19:01:40 -- (3, ['Ne'], 'Ne')
2015-12-07 19:01:40 -- (4, ['Ne'], 'Ne')
2015-12-07 19:01:40 -- (5, ['Ne'], 'Ne')
2015-12-07 19:01:40 -- (6, ['Ne'], 'Ne')
2015-12-07 19:01:40 -- (7, ['Ne'], 'Ne')
2015-12-07 19:01:40 -- (8, ['Ne'], 'Ne')
2015-12-07 19:01:40 -- (9, ['Ne'], 'Ne')
2015-12-07 19:01:42 -- (0, ['Ne'], 'Ne')
2015-12-07 19:01:42 -- (1, ['Ne'], 'Ne')
2015-12-07 19:01:42 -- (2, ['Ne'], 'Ne')
2015-12-07 19:01:42 -- (3, ['Ne'], 'Ne')
2015-12-07 19:01:42 -- (4, ['Ne'], 'Ne')
2015-12-07 19:01:42 -- (5, ['Ne'], 'Ne')
2015-12-07 19:01:42 -- (6, ['Ne'], 'Ne')
2015-12-07 19:01:42 -- (7, ['Ne'], 'Ne')
2015-12-07 19:01:42 -- (8, ['Ne'], 'Ne')
2015-12-07 19:01:42 -- (9, ['Ne'], 'Ne')
2015-12-07 19:01:42 -- (10, ['Ne'], 'Ne')
2015-12-07 19:01:42 -- (11, ['Ne'], 'Ne')
2015-12-07 19:01:42 -- (12, ['Ne'], 'Ne')
2015-12-07 19:01:42 -- (13, ['Ne'], 'Ne')
2015-12-07 19:01:42 -- (14, ['Ne'], 'Ne')
2015-12-07 19:01:42 -- (15, ['Ne'], 'Ne')
2015-12-07 19:01:42 -- (16, ['Ne'], 'Ne')
2015-12-07 19:01:42 -- (17, ['Ne'], 'Ne')
2015-12-07 19:01:42 -- (18, ['Ne'], 'Ne')
2015-12-07 19:01:42 -- (19, ['Ne'], 'Ne')
2015-12-07 19:01:42 -- (20, ['Ne'], 'Ne')
2015-12-07 19:01:42 -- (21, ['Ne'], 'Ne')
2015-12-07 19:01:42 -- (22, ['Ne'], 'Ne')
2015-12-07 19:01:42 -- (23, ['Ne'], 'Ne')
2015-12-07 19:01:42 -- (24, ['Ne'], 'Ne')
2015-12-07 19:01:42 -- (25, ['Ne'], 'Ne')
2015-12-07 19:01:42 -- (26, ['Ne'], 'Ne')
2015-12-07 19:01:42 -- (27, ['Ne'], 'Ne')
2015-12-07 19:01:42 -- (28, ['Ne'], 'Ne')
2015-12-07 19:01:42 -- (29, ['Ne'], 'Ne')
2015-12-07 19:01:42 -- (30, ['Ne'], 'Ne')
2015-12-07 19:01:42 -- (31, ['Ne'], 'Ne')
2015-12-07 19:01:42 -- (32, ['Ne'], 'Ne')
