2015-12-30 17:03:34 -- (0, ['Ne'], 'Ne')
2015-12-30 17:24:43 -- (7, ['Ne'], 'Ne')
2015-12-30 17:24:43 -- (8, ['Ne'], 'Ne')
2015-12-30 17:24:43 -- (9, ['Ne'], 'Ne')
2015-12-30 17:24:43 -- (10, ['Ne'], 'Ne')
2015-12-30 17:24:43 -- (11, ['Ne'], 'Ne')
2015-12-30 17:24:43 -- (12, ['Ne'], 'Ne')
2015-12-30 17:24:43 -- (13, ['Ne'], 'Ne')
2015-12-30 17:24:43 -- (14, ['Ne'], 'Ne')
2015-12-30 17:25:38 -- (0, ['Ne'], 'Ne')
2015-12-30 17:25:38 -- (1, ['Ne'], 'Ne')
2015-12-30 17:25:38 -- (2, ['Ne'], 'Ne')
2015-12-30 17:25:38 -- (3, ['Ne'], 'Ne')
2015-12-30 17:25:38 -- (4, ['Ne'], 'Ne')
2015-12-30 17:25:38 -- (5, ['Ne'], 'Ne')
2015-12-30 17:25:38 -- (6, ['Ne'], 'Ne')
2015-12-30 17:25:38 -- (7, ['Ne'], 'Ne')
2015-12-30 17:25:38 -- (8, ['Ne'], 'Ne')
2015-12-30 17:25:38 -- (9, ['Ne'], 'Ne')
2015-12-30 17:25:38 -- (10, ['Ne'], 'Ne')
2015-12-30 17:25:38 -- (11, ['Ne'], 'Ne')
2015-12-30 17:25:38 -- (12, ['Ne'], 'Ne')
2015-12-30 17:25:38 -- (13, ['Ne'], 'Ne')
2015-12-30 17:25:38 -- (14, ['Ne'], 'Ne')
2015-12-30 17:25:38 -- (15, ['Ne'], 'Ne')
2015-12-30 17:25:38 -- (16, ['Ne'], 'Ne')
2015-12-30 17:25:38 -- (17, ['Ne'], 'Ne')
2015-12-30 17:25:58 -- (0, ['Ne'], 'Ne')
2015-12-30 17:25:58 -- (1, ['Ne'], 'Ne')
2015-12-30 17:25:58 -- (2, ['Ne'], 'Ne')
2015-12-30 17:25:58 -- (3, ['Ne'], 'Ne')
2015-12-30 17:25:58 -- (4, ['Ne'], 'Ne')
2015-12-30 17:25:58 -- (5, ['Ne'], 'Ne')
2015-12-30 17:25:58 -- (6, ['Ne'], 'Ne')
2015-12-30 17:27:13 -- (0, ['Ne'], 'Ne')
2015-12-30 17:27:13 -- (1, ['Ne'], 'Ne')
2015-12-30 17:27:13 -- (2, ['Ne'], 'Ne')
2015-12-30 17:27:13 -- (3, ['Ne'], 'Ne')
2015-12-30 17:27:13 -- (4, ['Ne'], 'Ne')
2015-12-30 17:27:13 -- (5, ['Ne'], 'Ne')
2015-12-30 17:27:13 -- (6, ['Ne'], 'Ne')
2015-12-30 17:27:13 -- (7, ['Ne'], 'Ne')
2015-12-30 17:27:13 -- (8, ['Ne'], 'Ne')
2015-12-30 17:27:13 -- (9, ['Ne'], 'Ne')
2015-12-30 17:27:13 -- (10, ['Ne'], 'Ne')
2015-12-30 17:27:13 -- (11, ['Ne'], 'Ne')
2015-12-30 17:27:13 -- (12, ['Ne'], 'Ne')
2015-12-30 17:27:13 -- (13, ['Ne'], 'Ne')
2015-12-30 17:27:13 -- (14, ['Ne'], 'Ne')
2015-12-30 17:27:13 -- (15, ['Ne'], 'Ne')
2015-12-30 17:27:13 -- (16, ['Ne'], 'Ne')
2015-12-30 17:27:13 -- (17, ['Ne'], 'Ne')
2015-12-30 17:27:13 -- (18, ['Ne'], 'Ne')
2015-12-30 17:27:13 -- (19, ['Ne'], 'Ne')
2015-12-30 17:27:13 -- (20, ['Ne'], 'Ne')
2015-12-30 17:27:13 -- (21, ['Ne'], 'Ne')
2015-12-30 17:27:13 -- (22, ['Ne'], 'Ne')
2015-12-30 17:27:13 -- (23, ['Ne'], 'Ne')
2015-12-30 17:28:06 -- (0, ['Ne'], 'Ne')
2015-12-30 17:28:06 -- (1, ['Ne'], 'Ne')
2015-12-30 17:28:06 -- (2, ['Ne'], 'Ne')
2015-12-30 17:28:06 -- (3, ['Ne'], 'Ne')
2015-12-30 17:28:06 -- (4, ['Ne'], 'Ne')
2015-12-30 17:28:06 -- (5, ['Ne'], 'Ne')
2015-12-30 17:28:06 -- (6, ['Ne'], 'Ne')
2015-12-30 17:28:06 -- (7, ['Ne'], 'Ne')
2015-12-30 17:28:06 -- (8, ['Ne'], 'Ne')
2015-12-30 17:28:06 -- (9, ['Ne'], 'Ne')
2015-12-30 17:28:06 -- (10, ['Ne'], 'Ne')
2015-12-30 17:28:06 -- (11, ['Ne'], 'Ne')
2015-12-30 17:28:06 -- (12, ['Ne'], 'Ne')
2015-12-30 17:28:06 -- (13, ['Ne'], 'Ne')
2015-12-30 17:28:06 -- (14, ['Ne'], 'Ne')
2015-12-30 17:28:06 -- (15, ['Ne'], 'Ne')
2015-12-30 17:28:06 -- (16, ['Ne'], 'Ne')
2015-12-30 17:28:45 -- (0, ['Ne'], 'Ne')
2015-12-30 17:28:45 -- (1, ['Ne'], 'Ne')
2015-12-30 17:28:45 -- (2, ['Ne'], 'Ne')
2015-12-30 17:28:45 -- (3, ['Ne'], 'Ne')
2015-12-30 17:28:45 -- (4, ['Ne'], 'Ne')
2015-12-30 17:28:45 -- (5, ['Ne'], 'Ne')
2015-12-30 17:28:45 -- (6, ['Ne'], 'Ne')
2015-12-30 17:28:45 -- (7, ['Ne'], 'Ne')
2015-12-30 17:28:45 -- (8, ['Ne'], 'Ne')
2015-12-30 17:28:45 -- (9, ['Ne'], 'Ne')
2015-12-30 17:28:45 -- (10, ['Ne'], 'Ne')
2015-12-30 17:28:45 -- (11, ['Ne'], 'Ne')
2015-12-30 17:28:45 -- (12, ['Ne'], 'Ne')
2015-12-30 17:29:08 -- (0, ['Ne'], 'Ne')
2015-12-30 17:29:08 -- (1, ['Ne'], 'Ne')
2015-12-30 17:29:08 -- (2, ['Ne'], 'Ne')
2015-12-30 17:29:08 -- (3, ['Ne'], 'Ne')
2015-12-30 17:29:08 -- (4, ['Ne'], 'Ne')
2015-12-30 17:29:08 -- (5, ['Ne'], 'Ne')
2015-12-30 17:29:08 -- (6, ['Ne'], 'Ne')
2015-12-30 17:29:08 -- (7, ['Ne'], 'Ne')
2015-12-30 17:30:00 -- (0, ['Ne'], 'Ne')
2015-12-30 17:30:00 -- (1, ['Ne'], 'Ne')
2015-12-30 17:30:00 -- (2, ['Ne'], 'Ne')
2015-12-30 17:30:00 -- (3, ['Ne'], 'Ne')
2015-12-30 17:30:00 -- (4, ['Ne'], 'Ne')
2015-12-30 17:30:00 -- (5, ['Ne'], 'Ne')
2015-12-30 17:30:00 -- (6, ['Ne'], 'Ne')
2015-12-30 17:30:00 -- (7, ['Ne'], 'Ne')
2015-12-30 17:30:00 -- (8, ['Ne'], 'Ne')
2015-12-30 17:30:00 -- (9, ['Ne'], 'Ne')
2015-12-30 17:30:00 -- (10, ['Ne'], 'Ne')
2015-12-30 17:30:00 -- (11, ['Ne'], 'Ne')
2015-12-30 17:30:00 -- (12, ['Ne'], 'Ne')
2015-12-30 17:30:00 -- (13, ['Ne'], 'Ne')
2015-12-30 17:30:00 -- (14, ['Ne'], 'Ne')
2015-12-30 17:30:00 -- (15, ['Ne'], 'Ne')
2015-12-30 17:30:00 -- (16, ['Ne'], 'Ne')
2015-12-30 17:31:42 -- (0, ['Ne'], 'Ne')
2015-12-30 17:31:42 -- (1, ['Ne'], 'Ne')
2015-12-30 17:31:42 -- (2, ['Ne'], 'Ne')
2015-12-30 17:31:42 -- (3, ['Ne'], 'Ne')
2015-12-30 17:31:42 -- (4, ['Ne'], 'Ne')
2015-12-30 17:31:42 -- (5, ['Ne'], 'Ne')
2015-12-30 17:31:42 -- (6, ['Ne'], 'Ne')
2015-12-30 17:31:42 -- (7, ['Ne'], 'Ne')
2015-12-30 17:31:42 -- (8, ['Ne'], 'Ne')
2015-12-30 17:31:42 -- (9, ['Ne'], 'Ne')
2015-12-30 17:31:42 -- (10, ['Ne'], 'Ne')
2015-12-30 17:31:42 -- (11, ['Ne'], 'Ne')
2015-12-30 17:31:42 -- (12, ['Ne'], 'Ne')
2015-12-30 17:31:42 -- (13, ['Ne'], 'Ne')
2015-12-30 17:31:42 -- (14, ['Ne'], 'Ne')
2015-12-30 17:31:42 -- (15, ['Ne'], 'Ne')
2015-12-30 17:31:42 -- (16, ['Ne'], 'Ne')
2015-12-30 17:31:42 -- (17, ['Ne'], 'Ne')
2015-12-30 17:31:42 -- (18, ['Ne'], 'Ne')
2015-12-30 17:31:42 -- (19, ['Ne'], 'Ne')
2015-12-30 17:31:42 -- (20, ['Ne'], 'Ne')
2015-12-30 17:31:42 -- (21, ['Ne'], 'Ne')
2015-12-30 17:31:42 -- (22, ['Ne'], 'Ne')
2015-12-30 17:31:42 -- (23, ['Ne'], 'Ne')
2015-12-30 17:31:42 -- (24, ['Ne'], 'Ne')
2015-12-30 17:31:42 -- (25, ['Ne'], 'Ne')
2015-12-30 17:31:42 -- (26, ['Ne'], 'Ne')
2015-12-30 17:31:42 -- (27, ['Ne'], 'Ne')
2015-12-30 17:31:42 -- (28, ['Ne'], 'Ne')
2015-12-30 17:31:42 -- (29, ['Ne'], 'Ne')
2015-12-30 17:31:42 -- (30, ['Ne'], 'Ne')
2015-12-30 17:31:42 -- (31, ['Ne'], 'Ne')
2015-12-30 17:32:47 -- (0, ['Ne'], 'Ne')
2015-12-30 17:32:47 -- (1, ['Ne'], 'Ne')
2015-12-30 17:32:47 -- (2, ['Ne'], 'Ne')
2015-12-30 17:32:47 -- (3, ['Ne'], 'Ne')
2015-12-30 17:32:47 -- (4, ['Ne'], 'Ne')
2015-12-30 17:32:47 -- (5, ['Ne'], 'Ne')
2015-12-30 17:32:47 -- (6, ['Ne'], 'Ne')
2015-12-30 17:32:47 -- (7, ['Ne'], 'Ne')
2015-12-30 17:32:47 -- (8, ['Ne'], 'Ne')
2015-12-30 17:32:47 -- (9, ['Ne'], 'Ne')
2015-12-30 17:32:47 -- (10, ['Ne'], 'Ne')
2015-12-30 17:32:47 -- (11, ['Ne'], 'Ne')
2015-12-30 17:32:47 -- (12, ['Ne'], 'Ne')
2015-12-30 17:32:47 -- (13, ['Ne'], 'Ne')
2015-12-30 17:32:47 -- (14, ['Ne'], 'Ne')
2015-12-30 17:32:47 -- (15, ['Ne'], 'Ne')
2015-12-30 17:32:47 -- (16, ['Ne'], 'Ne')
2015-12-30 17:32:47 -- (17, ['Ne'], 'Ne')
2015-12-30 17:32:47 -- (18, ['Ne'], 'Ne')
2015-12-30 17:32:47 -- (19, ['Ne'], 'Ne')
2015-12-30 17:32:47 -- (20, ['Ne'], 'Ne')
2015-12-30 17:34:38 -- (0, ['Ne'], 'Ne')
2015-12-30 17:34:38 -- (1, ['Ne'], 'Ne')
2015-12-30 17:34:38 -- (2, ['Ne'], 'Ne')
2015-12-30 17:34:38 -- (3, ['Ne'], 'Ne')
2015-12-30 17:34:38 -- (4, ['Ne'], 'Ne')
2015-12-30 17:34:38 -- (5, ['Ne'], 'Ne')
2015-12-30 17:34:38 -- (6, ['Ne'], 'Ne')
2015-12-30 17:34:38 -- (7, ['Ne'], 'Ne')
2015-12-30 17:34:38 -- (8, ['Ne'], 'Ne')
2015-12-30 17:34:38 -- (9, ['Ne'], 'Ne')
2015-12-30 17:34:38 -- (10, ['Ne'], 'Ne')
2015-12-30 17:34:38 -- (11, ['Ne'], 'Ne')
2015-12-30 17:34:38 -- (12, ['Ne'], 'Ne')
2015-12-30 17:34:38 -- (13, ['Ne'], 'Ne')
2015-12-30 17:34:38 -- (14, ['Ne'], 'Ne')
2015-12-30 17:34:38 -- (15, ['Ne'], 'Ne')
2015-12-30 17:34:38 -- (16, ['Ne'], 'Ne')
2015-12-30 17:34:38 -- (17, ['Ne'], 'Ne')
2015-12-30 17:34:38 -- (18, ['Ne'], 'Ne')
2015-12-30 17:34:38 -- (19, ['Ne'], 'Ne')
2015-12-30 17:34:38 -- (20, ['Ne'], 'Ne')
2015-12-30 17:34:38 -- (21, ['Ne'], 'Ne')
2015-12-30 17:34:38 -- (22, ['Ne'], 'Ne')
2015-12-30 17:34:38 -- (23, ['Ne'], 'Ne')
2015-12-30 17:34:38 -- (24, ['Ne'], 'Ne')
2015-12-30 17:34:38 -- (25, ['Ne'], 'Ne')
2015-12-30 17:34:38 -- (26, ['Ne'], 'Ne')
2015-12-30 17:34:38 -- (27, ['Ne'], 'Ne')
2015-12-30 17:34:38 -- (28, ['Ne'], 'Ne')
2015-12-30 17:34:38 -- (29, ['Ne'], 'Ne')
2015-12-30 17:34:38 -- (30, ['Ne'], 'Ne')
2015-12-30 17:34:38 -- (31, ['Ne'], 'Ne')
2015-12-30 17:34:38 -- (32, ['Ne'], 'Ne')
2015-12-30 17:34:38 -- (33, ['Ne'], 'Ne')
2015-12-30 17:34:38 -- (34, ['Ne'], 'Ne')
2015-12-30 17:36:48 -- (0, ['Ne'], 'Ne')
2015-12-30 17:36:48 -- (1, ['Ne'], 'Ne')
2015-12-30 17:36:48 -- (2, ['Ne'], 'Ne')
2015-12-30 17:36:48 -- (3, ['Ne'], 'Ne')
2015-12-30 17:36:48 -- (4, ['Ne'], 'Ne')
2015-12-30 17:36:48 -- (5, ['Ne'], 'Ne')
2015-12-30 17:36:48 -- (6, ['Ne'], 'Ne')
2015-12-30 17:36:48 -- (7, ['Ne'], 'Ne')
2015-12-30 17:36:48 -- (8, ['Ne'], 'Ne')
2015-12-30 17:36:48 -- (9, ['Ne'], 'Ne')
2015-12-30 17:36:48 -- (10, ['Ne'], 'Ne')
2015-12-30 17:36:48 -- (11, ['Ne'], 'Ne')
2015-12-30 17:36:48 -- (12, ['Ne'], 'Ne')
2015-12-30 17:36:48 -- (13, ['Ne'], 'Ne')
2015-12-30 17:36:48 -- (14, ['Ne'], 'Ne')
2015-12-30 17:36:48 -- (15, ['Ne'], 'Ne')
2015-12-30 17:36:48 -- (16, ['Ne'], 'Ne')
2015-12-30 17:36:48 -- (17, ['Ne'], 'Ne')
2015-12-30 17:36:48 -- (18, ['Ne'], 'Ne')
2015-12-30 17:36:48 -- (19, ['Ne'], 'Ne')
2015-12-30 17:36:48 -- (20, ['Ne'], 'Ne')
2015-12-30 17:36:48 -- (21, ['Ne'], 'Ne')
2015-12-30 17:36:48 -- (22, ['Ne'], 'Ne')
2015-12-30 17:36:48 -- (23, ['Ne'], 'Ne')
2015-12-30 17:36:48 -- (24, ['Ne'], 'Ne')
2015-12-30 17:36:48 -- (25, ['Ne'], 'Ne')
2015-12-30 17:36:48 -- (26, ['Ne'], 'Ne')
2015-12-30 17:36:48 -- (27, ['Ne'], 'Ne')
2015-12-30 17:36:48 -- (28, ['Ne'], 'Ne')
2015-12-30 17:36:48 -- (29, ['Ne'], 'Ne')
2015-12-30 17:36:48 -- (30, ['Ne'], 'Ne')
2015-12-30 17:36:48 -- (31, ['Ne'], 'Ne')
2015-12-30 17:36:48 -- (32, ['Ne'], 'Ne')
2015-12-30 17:36:48 -- (33, ['Ne'], 'Ne')
2015-12-30 17:36:48 -- (34, ['Ne'], 'Ne')
2015-12-30 17:36:48 -- (35, ['Ne'], 'Ne')
2015-12-30 17:36:48 -- (36, ['Ne'], 'Ne')
2015-12-30 17:36:48 -- (37, ['Ne'], 'Ne')
2015-12-30 17:36:48 -- (38, ['Ne'], 'Ne')
2015-12-30 17:36:48 -- (39, ['Ne'], 'Ne')
2015-12-30 17:36:48 -- (40, ['Ne'], 'Ne')
2015-12-30 17:36:59 -- (0, ['Ne'], 'Ne')
2015-12-30 17:36:59 -- (1, ['Ne'], 'Ne')
2015-12-30 17:36:59 -- (2, ['Ne'], 'Ne')
2015-12-30 17:36:59 -- (3, ['Ne'], 'Ne')
2015-12-30 17:38:10 -- (0, ['Ne'], 'Ne')
2015-12-30 17:38:10 -- (1, ['Ne'], 'Ne')
2015-12-30 17:38:10 -- (2, ['Ne'], 'Ne')
2015-12-30 17:38:10 -- (3, ['Ne'], 'Ne')
2015-12-30 17:38:10 -- (4, ['Ne'], 'Ne')
2015-12-30 17:38:10 -- (5, ['Ne'], 'Ne')
2015-12-30 17:38:10 -- (6, ['Ne'], 'Ne')
2015-12-30 17:38:10 -- (7, ['Ne'], 'Ne')
2015-12-30 17:38:10 -- (8, ['Ne'], 'Ne')
2015-12-30 17:38:10 -- (9, ['Ne'], 'Ne')
2015-12-30 17:38:10 -- (10, ['Ne'], 'Ne')
2015-12-30 17:38:10 -- (11, ['Ne'], 'Ne')
2015-12-30 17:38:10 -- (12, ['Ne'], 'Ne')
2015-12-30 17:38:10 -- (13, ['Ne'], 'Ne')
2015-12-30 17:38:10 -- (14, ['Ne'], 'Ne')
2015-12-30 17:38:10 -- (15, ['Ne'], 'Ne')
2015-12-30 17:38:10 -- (16, ['Ne'], 'Ne')
2015-12-30 17:38:10 -- (17, ['Ne'], 'Ne')
2015-12-30 17:38:10 -- (18, ['Ne'], 'Ne')
2015-12-30 17:38:10 -- (19, ['Ne'], 'Ne')
2015-12-30 17:38:10 -- (20, ['Ne'], 'Ne')
2015-12-30 17:38:10 -- (21, ['Ne'], 'Ne')
2015-12-30 17:38:10 -- (22, ['Ne'], 'Ne')
2015-12-30 17:39:58 -- (0, ['Ne'], 'Ne')
2015-12-30 17:39:58 -- (1, ['Ne'], 'Ne')
2015-12-30 17:39:58 -- (2, ['Ne'], 'Ne')
2015-12-30 17:39:58 -- (3, ['Ne'], 'Ne')
2015-12-30 17:39:58 -- (4, ['Ne'], 'Ne')
2015-12-30 17:39:58 -- (5, ['Ne'], 'Ne')
2015-12-30 17:39:58 -- (6, ['Ne'], 'Ne')
2015-12-30 17:39:58 -- (7, ['Ne'], 'Ne')
2015-12-30 17:39:58 -- (8, ['Ne'], 'Ne')
2015-12-30 17:39:58 -- (9, ['Ne'], 'Ne')
2015-12-30 17:39:58 -- (10, ['Ne'], 'Ne')
2015-12-30 17:39:58 -- (11, ['Ne'], 'Ne')
2015-12-30 17:39:58 -- (12, ['Ne'], 'Ne')
2015-12-30 17:39:58 -- (13, ['Ne'], 'Ne')
2015-12-30 17:39:58 -- (14, ['Ne'], 'Ne')
2015-12-30 17:39:58 -- (15, ['Ne'], 'Ne')
2015-12-30 17:39:58 -- (16, ['Ne'], 'Ne')
2015-12-30 17:39:58 -- (17, ['Ne'], 'Ne')
2015-12-30 17:39:58 -- (18, ['Ne'], 'Ne')
2015-12-30 17:39:58 -- (19, ['Ne'], 'Ne')
2015-12-30 17:39:58 -- (20, ['Ne'], 'Ne')
2015-12-30 17:39:58 -- (21, ['Ne'], 'Ne')
2015-12-30 17:39:58 -- (22, ['Ne'], 'Ne')
2015-12-30 17:39:58 -- (23, ['Ne'], 'Ne')
2015-12-30 17:39:58 -- (24, ['Ne'], 'Ne')
2015-12-30 17:39:58 -- (25, ['Ne'], 'Ne')
2015-12-30 17:39:58 -- (26, ['Ne'], 'Ne')
2015-12-30 17:39:58 -- (27, ['Ne'], 'Ne')
2015-12-30 17:39:58 -- (28, ['Ne'], 'Ne')
2015-12-30 17:39:58 -- (29, ['Ne'], 'Ne')
2015-12-30 17:39:58 -- (30, ['Ne'], 'Ne')
2015-12-30 17:39:58 -- (31, ['Ne'], 'Ne')
2015-12-30 17:39:58 -- (32, ['Ne'], 'Ne')
2015-12-30 17:39:58 -- (33, ['Ne'], 'Ne')
2015-12-30 17:40:21 -- (0, ['Ne'], 'Ne')
2015-12-30 17:40:21 -- (1, ['Ne'], 'Ne')
2015-12-30 17:40:21 -- (2, ['Ne'], 'Ne')
2015-12-30 17:40:21 -- (3, ['Ne'], 'Ne')
2015-12-30 17:40:21 -- (4, ['Ne'], 'Ne')
2015-12-30 17:40:21 -- (5, ['Ne'], 'Ne')
2015-12-30 17:40:21 -- (6, ['Ne'], 'Ne')
2015-12-30 17:40:21 -- (7, ['Ne'], 'Ne')
2015-12-30 17:41:20 -- (0, ['Ne'], 'Ne')
2015-12-30 17:41:20 -- (1, ['Ne'], 'Ne')
2015-12-30 17:41:20 -- (2, ['Ne'], 'Ne')
2015-12-30 17:41:20 -- (3, ['Ne'], 'Ne')
2015-12-30 17:41:20 -- (4, ['Ne'], 'Ne')
2015-12-30 17:41:20 -- (5, ['Ne'], 'Ne')
2015-12-30 17:41:20 -- (6, ['Ne'], 'Ne')
2015-12-30 17:41:20 -- (7, ['Ne'], 'Ne')
2015-12-30 17:41:20 -- (8, ['Ne'], 'Ne')
2015-12-30 17:41:20 -- (9, ['Ne'], 'Ne')
2015-12-30 17:41:20 -- (10, ['Ne'], 'Ne')
2015-12-30 17:41:20 -- (11, ['Ne'], 'Ne')
2015-12-30 17:41:20 -- (12, ['Ne'], 'Ne')
2015-12-30 17:41:20 -- (13, ['Ne'], 'Ne')
2015-12-30 17:41:20 -- (14, ['Ne'], 'Ne')
2015-12-30 17:41:20 -- (15, ['Ne'], 'Ne')
2015-12-30 17:41:20 -- (16, ['Ne'], 'Ne')
2015-12-30 17:41:20 -- (17, ['Ne'], 'Ne')
2015-12-30 17:41:20 -- (18, ['Ne'], 'Ne')
2015-12-30 17:42:16 -- (0, ['Ne'], 'Ne')
2015-12-30 17:42:16 -- (1, ['Ne'], 'Ne')
2015-12-30 17:42:16 -- (2, ['Ne'], 'Ne')
2015-12-30 17:42:16 -- (3, ['Ne'], 'Ne')
2015-12-30 17:42:16 -- (4, ['Ne'], 'Ne')
2015-12-30 17:42:16 -- (5, ['Ne'], 'Ne')
2015-12-30 17:42:16 -- (6, ['Ne'], 'Ne')
2015-12-30 17:42:16 -- (7, ['Ne'], 'Ne')
2015-12-30 17:42:16 -- (8, ['Ne'], 'Ne')
2015-12-30 17:42:16 -- (9, ['Ne'], 'Ne')
2015-12-30 17:42:16 -- (10, ['Ne'], 'Ne')
2015-12-30 17:42:16 -- (11, ['Ne'], 'Ne')
2015-12-30 17:42:16 -- (12, ['Ne'], 'Ne')
2015-12-30 17:42:16 -- (13, ['Ne'], 'Ne')
2015-12-30 17:42:16 -- (14, ['Ne'], 'Ne')
2015-12-30 17:42:16 -- (15, ['Ne'], 'Ne')
2015-12-30 17:42:16 -- (16, ['Ne'], 'Ne')
2015-12-30 17:42:16 -- (17, ['Ne'], 'Ne')
2015-12-30 17:42:39 -- (0, ['Ne'], 'Ne')
2015-12-30 17:42:39 -- (1, ['Ne'], 'Ne')
2015-12-30 17:42:39 -- (2, ['Ne'], 'Ne')
2015-12-30 17:42:39 -- (3, ['Ne'], 'Ne')
2015-12-30 17:42:39 -- (4, ['Ne'], 'Ne')
2015-12-30 17:42:39 -- (5, ['Ne'], 'Ne')
2015-12-30 17:42:39 -- (6, ['Ne'], 'Ne')
2015-12-30 17:42:39 -- (7, ['Ne'], 'Ne')
2015-12-30 17:44:00 -- (0, ['Ne'], 'Ne')
2015-12-30 17:44:00 -- (1, ['Ne'], 'Ne')
2015-12-30 17:44:00 -- (2, ['Ne'], 'Ne')
2015-12-30 17:44:00 -- (3, ['Ne'], 'Ne')
2015-12-30 17:44:00 -- (4, ['Ne'], 'Ne')
2015-12-30 17:44:00 -- (5, ['Ne'], 'Ne')
2015-12-30 17:44:00 -- (6, ['Ne'], 'Ne')
2015-12-30 17:44:00 -- (7, ['Ne'], 'Ne')
2015-12-30 17:44:00 -- (8, ['Ne'], 'Ne')
2015-12-30 17:44:00 -- (9, ['Ne'], 'Ne')
2015-12-30 17:44:00 -- (10, ['Ne'], 'Ne')
2015-12-30 17:44:00 -- (11, ['Ne'], 'Ne')
2015-12-30 17:44:00 -- (12, ['Ne'], 'Ne')
2015-12-30 17:44:00 -- (13, ['Ne'], 'Ne')
2015-12-30 17:44:00 -- (14, ['Ne'], 'Ne')
2015-12-30 17:44:00 -- (15, ['Ne'], 'Ne')
2015-12-30 17:44:00 -- (16, ['Ne'], 'Ne')
2015-12-30 17:44:00 -- (17, ['Ne'], 'Ne')
2015-12-30 17:44:00 -- (18, ['Ne'], 'Ne')
2015-12-30 17:44:00 -- (19, ['Ne'], 'Ne')
2015-12-30 17:44:00 -- (20, ['Ne'], 'Ne')
2015-12-30 17:44:00 -- (21, ['Ne'], 'Ne')
2015-12-30 17:44:00 -- (22, ['Ne'], 'Ne')
2015-12-30 17:44:00 -- (23, ['Ne'], 'Ne')
2015-12-30 17:44:00 -- (24, ['Ne'], 'Ne')
2015-12-30 17:44:00 -- (25, ['Ne'], 'Ne')
2015-12-30 17:45:28 -- (0, ['Ne'], 'Ne')
2015-12-30 17:45:28 -- (1, ['Ne'], 'Ne')
2015-12-30 17:45:28 -- (2, ['Ne'], 'Ne')
2015-12-30 17:45:28 -- (3, ['Ne'], 'Ne')
2015-12-30 17:45:28 -- (4, ['Ne'], 'Ne')
2015-12-30 17:45:28 -- (5, ['Ne'], 'Ne')
2015-12-30 17:45:28 -- (6, ['Ne'], 'Ne')
2015-12-30 17:45:28 -- (7, ['Ne'], 'Ne')
2015-12-30 17:45:28 -- (8, ['Ne'], 'Ne')
2015-12-30 17:45:28 -- (9, ['Ne'], 'Ne')
2015-12-30 17:45:28 -- (10, ['Ne'], 'Ne')
2015-12-30 17:45:28 -- (11, ['Ne'], 'Ne')
2015-12-30 17:45:28 -- (12, ['Ne'], 'Ne')
2015-12-30 17:45:28 -- (13, ['Ne'], 'Ne')
2015-12-30 17:45:28 -- (14, ['Ne'], 'Ne')
2015-12-30 17:45:28 -- (15, ['Ne'], 'Ne')
2015-12-30 17:45:28 -- (16, ['Ne'], 'Ne')
2015-12-30 17:45:28 -- (17, ['Ne'], 'Ne')
2015-12-30 17:45:28 -- (18, ['Ne'], 'Ne')
2015-12-30 17:45:28 -- (19, ['Ne'], 'Ne')
2015-12-30 17:45:28 -- (20, ['Ne'], 'Ne')
2015-12-30 17:45:28 -- (21, ['Ne'], 'Ne')
2015-12-30 17:45:28 -- (22, ['Ne'], 'Ne')
2015-12-30 17:45:28 -- (23, ['Ne'], 'Ne')
2015-12-30 17:45:28 -- (24, ['Ne'], 'Ne')
2015-12-30 17:45:28 -- (25, ['Ne'], 'Ne')
2015-12-30 17:45:28 -- (26, ['Ne'], 'Ne')
2015-12-30 17:45:28 -- (27, ['Ne'], 'Ne')
2015-12-30 17:47:13 -- (0, ['Ne'], 'Ne')
2015-12-30 17:47:13 -- (1, ['Ne'], 'Ne')
2015-12-30 17:47:13 -- (2, ['Ne'], 'Ne')
2015-12-30 17:47:13 -- (3, ['Ne'], 'Ne')
2015-12-30 17:47:13 -- (4, ['Ne'], 'Ne')
2015-12-30 17:47:13 -- (5, ['Ne'], 'Ne')
2015-12-30 17:47:13 -- (6, ['Ne'], 'Ne')
2015-12-30 17:47:13 -- (7, ['Ne'], 'Ne')
2015-12-30 17:47:13 -- (8, ['Ne'], 'Ne')
2015-12-30 17:47:13 -- (9, ['Ne'], 'Ne')
2015-12-30 17:47:13 -- (10, ['Ne'], 'Ne')
2015-12-30 17:47:13 -- (11, ['Ne'], 'Ne')
2015-12-30 17:47:13 -- (12, ['Ne'], 'Ne')
2015-12-30 17:47:13 -- (13, ['Ne'], 'Ne')
2015-12-30 17:47:13 -- (14, ['Ne'], 'Ne')
2015-12-30 17:47:13 -- (15, ['Ne'], 'Ne')
2015-12-30 17:47:13 -- (16, ['Ne'], 'Ne')
2015-12-30 17:47:13 -- (17, ['Ne'], 'Ne')
2015-12-30 17:47:13 -- (18, ['Ne'], 'Ne')
2015-12-30 17:47:13 -- (19, ['Ne'], 'Ne')
2015-12-30 17:47:13 -- (20, ['Ne'], 'Ne')
2015-12-30 17:47:13 -- (21, ['Ne'], 'Ne')
2015-12-30 17:47:13 -- (22, ['Ne'], 'Ne')
2015-12-30 17:47:13 -- (23, ['Ne'], 'Ne')
2015-12-30 17:47:13 -- (24, ['Ne'], 'Ne')
2015-12-30 17:47:13 -- (25, ['Ne'], 'Ne')
2015-12-30 17:47:13 -- (26, ['Ne'], 'Ne')
